Patent_ID,Patentee_ID,Title,Subject,Inventor,Expense in US$,Patent_Attorney_ID,Patent_Examiner_ID,Office_ID,Date_of_Grant,Date_of_Expiry,Opposition_Filled_Status,Filling_Language,Validation_States
172956,100364,Sociology of workspace,Biology,Abdoulaye Ba,879698,345147,500027,,1994-08-13,2014-08-13,True,English,Expired
172961,101482,Military sociology,Biology,George F. R. Chen,912583,345148,500028,,2010-03-16,2030-03-16,False,English,Approved
172969,102425,Sex and sociology,Biology,Tatsuya Shoji,879684,345149,500029,,2004-01-20,2024-01-20,True,English,Approved
172977,101635,Political sociology,Biology,Hyun Jeong,118896,345150,500030,,1981-12-07,2001-12-07,False,English,Expired
172981,101531,The sociology of religion,Biology,Takayuki Shiino,300192,345151,500031,,1983-04-28,2003-04-28,False,English,Expired
172984,102346,"Sociology of gambling, game addiction and other dependencies",Biology,S. K. Adhikari,213535,345152,500032,,2002-04-27,2022-04-27,False,English,Approved
172993,101102,Sociology and propaganda,Biology,Ming-Hsuan Kao,768029,345153,500033,,1988-07-26,2008-07-26,False,English,Expired
172995,102056,Sociology and busines,Biology,Lunwu Zeng,349111,345154,500034,,1993-11-02,2013-11-02,True,English,Expired
173000,101853,Juvenile delinquency,Biology,G. G. Paschos,899197,345155,500035,,1982-09-18,2002-09-18,False,English,Expired
173003,100758,What is communication? The birth of the media as we know it,Biology,Yuri M. Efremov,528154,345156,500036,,1994-01-21,2014-01-21,True,English,Expired
173005,101399,"Media, Censorship and Propaganda",Biology,Gurpreet Singh,274327,345157,500037,,2010-03-12,2030-03-12,False,English,Approved
173011,102075,The freedom of speech and its impact on the media,Biology,Toshiaki Tanigaki,113578,345158,500038,,1998-12-23,2018-12-23,False,English,Expired
173015,100724,The main aspects of communication,Biology,Tsai-Chen Wu,716940,345159,500039,,2014-04-06,2034-04-06,False,English,Approved
173018,101699,The triggering topics. What do you need to start an instant “holywar” in media?,Biology,Shane Colburn,466783,345160,500040,,1987-12-07,2007-12-07,False,English,Expired
173022,101240,The phenomenon of hype and its usage of the media,Biology,Hua Zhu,573090,345161,500041,,2011-01-23,2031-01-23,True,English,Approved
173024,100370,Single bloggers versus media companies,Biology,Masahiro Haze,793020,345162,500042,,1982-07-26,2002-07-26,False,English,Expired
173033,100524,Communication and media psychology,Biology,T. R. Raddo,996223,345163,500043,,1993-12-01,2013-12-01,True,English,Expired
173040,102395,The history of advertising and its important in the modern business,Biology,Shihong Huang,367007,345164,500044,,2004-12-04,2024-12-04,False,English,Approved
173046,101142,The popular culture in the media,Biology,Cheng Wei Shih &,446594,345165,500045,,2010-01-09,2030-01-09,True,English,Approved
173050,102005,Video games. Can they be considered a media now?,Biology,Martin Jirka,621504,345166,500046,,2009-07-23,2029-07-23,False,English,Approved
173052,101889,Violence and controversial topics. Shall the media censor it out?,Biology,Filipe Matusalem,247506,345167,500047,,1987-11-12,2007-11-12,False,English,Expired
173055,100269,The peculiarities of children media,Biology,Farabi Bozheyev,411361,345168,500048,,1993-06-11,2013-06-11,False,English,Expired
173062,101557,Are the videoblogs the new diaries?,Biology,K. Zeissler,715357,345169,500049,,2021-02-08,2041-02-08,False,English,Approved
173065,102414,Mainstream media versus arthouse,Biology,Yanlong Shen,762728,345170,500050,,2011-05-25,2031-05-25,False,English,Approved
173071,101303,What is the age of post-truth in the media?,Biology,Robert G. Endres,488265,345171,500051,,2014-01-08,2034-01-08,False,English,Approved
173076,100026,Social networks as the main way of communication in the modern world,Biology,Hyeryun Kim,228833,345172,500052,,2009-04-23,2029-04-23,True,English,Approved
173077,102434,Why exclusive material is so important in the media?,Biology,Jocelyn T. Marsh,688995,345173,500053,,1981-01-13,2001-01-13,False,English,Expired
173080,101231,Fandom and fanfiction in the media,Biology,Patricia Z. Patton,921095,345174,500054,,1991-03-12,2011-03-12,False,English,Expired
173081,101932,Mass Communication Laws in different countries,Biology,Chandler L. Hester,7882,345175,500055,,1993-05-13,2013-05-13,False,English,Expired
173088,101889,Media and disasters: enhancing panic or preventing it?,Biology,Ann N. Wade,879989,345176,500056,,1980-05-04,2000-05-04,True,English,Expired
173093,100000,Terrorism in the media,Biology,George F. Arnold,230185,345177,500057,,1993-03-05,2013-03-05,True,English,Expired
173101,101733,Changes in the media during the wartime,Biology,Hermione M. Moore,234694,345178,500058,,2006-05-28,2026-05-28,True,English,Approved
173104,102269,Journalism ethics: what is it?,Biology,Mara F. Larson,735862,345179,500059,,1990-11-09,2010-11-09,False,English,Expired
173106,100467,International journalism,Biology,Fuller D. Morton,932229,345180,500060,,2005-08-09,2025-08-09,True,English,Approved
173107,101140,Journalists on the battlefield,Biology,Timothy N. Contreras,113291,345181,500061,,2012-08-11,2032-08-11,True,English,Approved
173114,100873,Media policy and regulation in different countries,Biology,Katell N. Weaver,966953,345182,500062,,2001-11-23,2021-11-23,True,English,Approved
173121,101865,How did the Internet influence media development?,Biology,Signe A. Velasquez,176596,345183,500063,,1993-01-18,2013-01-18,True,English,Expired
173127,100298,Media: reacting to the events or creating them?,Biology,Berk N. Garrett,987355,345184,500064,,1982-02-02,2002-02-02,False,English,Expired
173134,100203,Virtual reality: may it be the future of the media?,Biology,Hayden F. Roy,892114,345185,500065,,2014-11-13,2034-11-13,True,English,Approved
173141,100330,Media downshifting: why do people revert to newspapers again?,Biology,Edan T. Quinn,538945,345186,500066,,1985-05-24,2005-05-24,True,English,Expired
173146,101008,Social media marketing campaigns,Biology,Quemby P. Nielsen,918016,345187,500067,,2016-10-25,2036-10-25,True,English,Approved
173150,100026,"Media, politics and public relations",Biology,Miriam R. Romero,798585,345188,500068,,1981-05-08,2001-05-08,False,English,Expired
173152,100026,The styles and types of media. How they differ depending on the audience they are aiming for?,Biology,George U. Fisher,258641,345189,500069,,2011-04-09,2031-04-09,True,English,Approved
173158,101517,The phenomenon of Disney. Media or the new mythology?,Biology,Raja L. Garner,431642,345190,500070,,1991-05-07,2011-05-07,False,English,Expired
173166,101865,Scientific journalism: shall science be popular?,Neuro-Biology,Bethany B. Craft,245704,345191,500071,,2002-10-08,2022-10-08,True,English,Approved
173170,100247,Media for educational purpose,Neuro-Biology,Aidan Z. Callahan,304837,345192,500072,,2003-06-09,2023-06-09,False,English,Approved
173178,101655,Radio media: why radio is still popular?,Neuro-Biology,Zenaida Z. Holden,180873,345193,500073,,2015-11-18,2035-11-18,False,English,Approved
173185,101675,Hidden messages in the media made for entertainment,Neuro-Biology,Bertha H. Hoover,414864,345194,500074,,2002-10-22,2022-10-22,False,English,Approved
173193,100933,Media images of the representatives of different countries,Neuro-Biology,Colin N. Ryan,32861,345195,500075,,2001-04-10,2021-04-10,False,English,Approved
173197,100790,The industrial revolution in your country and worldwide,Neuro-Biology,Garrison Y. Sharpe,129020,345196,500076,,1994-01-08,2014-01-08,False,English,Expired
173201,100211,The impact of Martin Luther King’s speech,Neuro-Biology,Ria Y. Franks,752716,345197,500077,,2015-04-26,2035-04-26,True,English,Approved
173205,101919,The French Revolution. The establishment of the principles of democracy in France,Neuro-Biology,Uriel V. Wilcox,661313,345198,500078,,2017-04-10,2037-04-10,False,English,Approved
173211,102005,American Revolution and building of American society,Neuro-Biology,Ross O. Callahan,719830,345199,500079,,2020-11-20,2040-11-20,False,English,Approved
173215,100190,"The Vietnam War, its causes, consequences, and scars it left",Neuro-Biology,Fletcher O. Howard,375359,345200,500080,,2007-08-25,2027-08-25,True,English,Approved
173219,101849,The creation and failure of the Weimar Republic,Neuro-Biology,Owen I. Cruz,796786,345001,500081,,1987-05-08,2007-05-08,False,English,Expired
173227,100184,American foreign policy from the beginning of the 21st century,Neuro-Biology,Olga D. Kim,577774,345002,500082,,1996-04-04,2016-04-04,True,English,Expired
173228,100380,The cold war and its consequences for the world,Neuro-Biology,Nicholas M. Hall,968213,345003,500083,,1987-04-26,2007-04-26,False,English,Expired
173236,101404,Battle of Hastings and its role in the history of England,Biology,Taylor Z. Terry,488718,345004,500084,,1992-04-08,2012-04-08,True,English,Expired
173241,100611,The Crusades and the Jihads. Similarities and differences,Biology,Libby H. Fulton,273012,345005,500085,,2008-12-07,2028-12-07,True,English,Approved
173245,101618,The process of abolition of slavery and its meaning for the world,Biology,Jameson A. Flores,698215,345006,500086,,1995-02-05,2015-02-05,False,English,Expired
173250,101657,The ideas of Communism and their influence on the world,Biology,Kyra H. Gonzalez,3802,345007,500087,,2012-10-04,2032-10-04,True,English,Approved
173254,101456,British colonialism in India,Biology,Piper G. Casey,441933,345008,500088,,2006-09-03,2026-09-03,True,English,Approved
173256,101093,The Crusades and the Jihads. Similarities and differences,Biology,Fitzgerald M. Guerrero,455132,345009,500089,,1995-07-12,2015-07-12,True,English,Expired
173262,102192,The rise of independent African countries,Biology,Taylor J. Hancock,684294,345010,500090,,2006-07-24,2026-07-24,False,English,Approved
173267,101224,The Holy Roman Empire,Biology,Simone X. Lewis,686809,345011,500091,,2014-09-24,2034-09-24,True,English,Approved
173268,100961,The phenomenon of hippie culture: did it have a huge impact?,Biology,Carolyn G. Ware,32516,345012,500092,,2001-02-02,2021-02-02,True,English,Approved
173276,100427,Monasteries and education during the Middle Ages,Biology,Simone D. Pena,323649,345013,500093,,2015-01-06,2035-01-06,False,English,Approved
173282,100870,Japanese economic wonder: can it be repeated?,Biology,Christian J. Burks,205200,345014,500094,,2008-12-17,2028-12-17,True,English,Approved
173284,100181,The development of the People’s Republic of China,Biology,Blair Q. Sherman,115889,345015,500095,,1985-10-26,2005-10-26,False,English,Expired
173287,101889,The Caribbean in the golden age of pirates,Biology,Joshua Z. Frazier,142245,345016,500096,,1996-10-24,2016-10-24,True,English,Expired
173296,100269,The most prominent queens of ancient Egypt,Biology,Keegan Y. Bray,396254,345017,500097,,2021-10-17,2041-10-17,False,English,Approved
173305,101571,The culture of the Roman Empire in comparison to ancient Greece,Biology,Calista K. Ratliff,101014,345018,500098,,2021-07-17,2041-07-17,True,English,Approved
173310,102364,What made ancient Sparta so different from other cities?,Biology,Gwendolyn C. Hood,248542,345019,500099,,1998-03-26,2018-03-26,False,English,Expired
173315,100892,The trading routes of the Renaissance period,Biology,Lester T. Johnson,262611,345020,500100,,2009-12-06,2029-12-06,True,English,Approved
173324,100225,The colonization of America,Biology,Dillon P. Alvarado,385099,345021,500101,,2012-11-11,2032-11-11,False,English,Approved
173328,102318,The importance of sports games in ancient times,Biology,Ariana E. Kent,602839,345022,500102,,2007-10-11,2027-10-11,False,English,Approved
173337,100857,The political power of Pope in the Middle Ages,Biology,Simon I. Castro,256229,345023,500103,,1980-05-11,2000-05-11,False,English,Expired
173345,100247,The history of propaganda from ancient times to modern days,Biology,Reuben A. Knowles,347791,345024,500104,,1985-10-21,2005-10-21,False,English,Expired
173348,102112,The changes in the economies of Europe after World War I,Biology,Isabelle G. Hahn,28090,345025,500105,,1984-09-07,2004-09-07,True,English,Expired
173354,102304,Sexual revolution: causes and consequences,Biology,Jarrod W. Wall,339921,345026,500106,,1984-02-27,2004-02-27,True,English,Expired
173362,101849,The policy of installing applications to the phones and tables,Biology,Lois I. Cole,503601,345027,500107,,1991-07-14,2011-07-14,True,English,Expired
173364,102269,"Security measures in Windows, Unix and MacOS",Biology,Bernard W. Gallegos,247350,345028,500108,,2008-11-15,2028-11-15,True,English,Approved
173373,100639,Encrypting viruses,Biology,Suki F. Yang,932734,345029,500109,,2014-11-02,2034-11-02,True,English,Approved
173380,100681,Loss of data and its restoration,Biology,Ella F. Hampton,666723,345030,500110,,2018-09-06,2038-09-06,False,English,Approved
173381,102318,The process of authentication,Biology,Joy U. Blake,949994,345031,500111,,2002-08-18,2022-08-18,False,English,Approved
173389,102466,Data encryption algorithms,Biology,Timothy H. Alford,614939,345032,500112,,1995-09-01,2015-09-01,True,English,Expired
173395,101655,The ways of network intrusion and their detection and prevention,Biology,Mark J. Raymond,173333,345033,500113,,1991-09-06,2011-09-06,False,English,Expired
173404,100298,Itsand security measures,Electronics,Alec H. Porter,253767,345034,500114,,2014-03-22,2034-03-22,True,English,Approved
173409,101399,The most prominent pandemics of cyber viruses,Electronics,Willa Q. Nunez,842771,345035,500115,,1991-02-01,2011-02-01,False,English,Expired
173415,101811,White hat and black hat hackers: who are they?,Electronics,Anthony O. Sweeney,104547,345036,500116,,2005-03-22,2025-03-22,True,English,Approved
173423,102320,Phishing and scam in the Internet,Electronics,Preston S. Sims,300416,345037,500117,,2013-05-14,2033-05-14,False,English,Approved
173432,100371,Social networks and digital security,Electronics,Solomon I. Mathis,435904,345038,500118,,2018-01-01,2038-01-01,True,English,Approved
173439,101397,Revenge porn and blackmailing in the Internet,Electronics,Martena Q. Powell,566212,345039,500119,,2013-02-07,2033-02-07,True,English,Approved
173443,101797,What is firewall and how it helps to protect the network?,Electronics,Elton P. Sheppard,101444,345040,500120,,1981-08-02,2001-08-02,False,English,Expired
173446,101576,"Cookies, privacy and cyber security",Electronics,Samuel Z. Hicks,518102,345041,500121,,2021-07-26,2041-07-26,False,English,Approved
173448,100892,Identity theft in the Internet,Electronics,Claudia S. England,33737,345042,500122,,2015-12-07,2035-12-07,True,English,Approved
173450,101692,The strategies of password,Electronics,Neve E. Sheppard,738260,345043,500123,,2003-11-23,2023-11-23,True,English,Approved
173452,101456,Device synchronisation and protection,Electronics,Wynter J. Farley,139526,345044,500124,,1988-02-14,2008-02-14,True,English,Expired
173456,101039,Terms and conditions in the software,Electronics,Dorian H. Foreman,328549,345045,500125,,2019-03-18,2039-03-18,True,French,Approved
173459,100987,Digital piracy and security,Electronics,Cedric A. Logan,273208,345046,500126,,2021-09-27,2041-09-27,False,French,Approved
173460,102425,Laws against cyber crimes,Electronics,Michelle R. Hyde,582212,345047,500127,,1999-12-27,2019-12-27,True,French,Expired
173461,102030,Cyber security while downloading files,Electronics,Uriel G. Lester,713037,345048,500128,,1985-04-12,2005-04-12,True,French,Expired
173464,101749,Social engineering and its importance,Electronics,Dexter P. Stark,665556,345049,500129,,1991-11-04,2011-11-04,False,French,Expired
173469,101259,Software updates and patches and their importance,Electronics,"Jensen, Nola B.",642890,345050,500130,,2017-07-25,2037-07-25,True,French,Approved
173472,102326,The most well-known closed vulnerabilities,Electronics,"Walton, Sean B.",748496,345051,500131,,1982-05-26,2002-05-26,False,French,Expired
173475,102062,The emergency actions after hacking,Electronics,"Morin, Rahim U.",205151,345052,500132,,2016-05-09,2036-05-09,False,French,Approved
173481,102016,The main causes of cyber crimes,Electronics,"Bryant, Teagan J.",605165,345053,500133,,2013-10-25,2033-10-25,False,French,Approved
173483,101659,Biometrics and cyber security,Electronics,"Snow, Hamilton B.",723557,345054,500134,,1981-02-03,2001-02-03,False,French,Expired
173489,102434,Bots and cyber security,Electronics,"Jimenez, Bree E.",214226,345055,500135,,1987-02-23,2007-02-23,True,French,Expired
173496,102162,"The unified user profiles, their advantages and dangers",Electronics,"Bailey, Octavius Z.",74773,345056,500136,,2003-04-27,2023-04-27,True,French,Approved
173502,101093,Design integration in campus planning,Electronics,"Powell, Hiroko I.",465354,345057,500137,,2020-07-26,2040-07-26,False,French,Approved
173509,100458,Use of lightweight architecture in advanced structures.,Electronics,"Swanson, Heather B.",949704,345058,500138,,2007-02-03,2027-02-03,True,French,Approved
173511,100442,The importance of parametric designing in modern architecture.,Electronics,"Branch, Ramona I.",909910,345059,500139,,2004-06-14,2024-06-14,False,French,Approved
173515,100203,The significance of sanctuaries for the preservation of wildlife in urban areas.,Electronics,"Yates, Kylee J.",855717,345060,500140,,2012-12-09,2032-12-09,True,French,Approved
173522,101874,The construction process of Egyptian pyramids.,Electronics,"Lynch, Price A.",51564,345061,500141,,2006-08-10,2026-08-10,True,French,Approved
173527,100252,Best designs for shared accommodations.,Electronics,"Nolan, Neve J.",386145,345062,500142,,2002-11-10,2022-11-10,True,French,Approved
173530,100042,The importance of sustainable urban development.,Electronics,"Mueller, Raven R.",473423,345063,500143,,1992-07-16,2012-07-16,False,French,Expired
173535,101874,The influence of Islamic architecture on the design of structures in the UAE.,Sports,"Thomas, Ishmael R.",38722,345064,500144,,2010-09-15,2030-09-15,False,French,Approved
173539,100631,The impact of historic French art and architecture on modern designs.,Sports,"Wiggins, Zahir P.",5495,345065,500145,,1980-04-05,2000-04-05,False,French,Expired
173548,101772,Best designs for restaurants for revitalization of urban areas.,Sports,"Nicholson, Keane Q.",688399,345066,500146,,1987-06-23,2007-06-23,False,French,Expired
173557,100531,The effect of IoT on urban architectural design.,Sports,"Spears, Carter P.",985915,345067,500147,,1995-03-09,2015-03-09,True,French,Expired
173564,100772,Best designing for maximum building space utilization.,Sports,"Obrien, Cecilia W.",891586,345068,500148,,1981-11-21,2001-11-21,True,French,Expired
173568,101425,Important things to consider for resilient design.,Sports,"King, Kelly M.",283027,345069,500149,,1990-12-25,2010-12-25,False,French,Expired
173569,100737,Conservation as a way of sustaining cultural heritage.,Sports,"Hardin, Oleg I.",485941,345070,500150,,1998-06-04,2018-06-04,False,French,Expired
173576,102304,Best practices for school planning in rural areas.,Sports,"Leonard, Amethyst V.",24609,345071,500151,,1999-03-20,2019-03-20,False,French,Expired
173578,102355,The impact of unlimited housing developments on the environment.,Sports,"Good, Ethan M.",105735,345072,500152,,2021-10-13,2041-10-13,False,French,Approved
173582,101974,A smart approach to the designing of a transport system to regulate traffic congestion.,Sports,"Griffith, Ethan W.",14982,345073,500153,,2016-11-13,2036-11-13,False,French,Approved
173584,102260,The origins of Islamic architecture.,Sports,"Moody, Lila L.",273252,345074,500154,,1997-10-04,2017-10-04,False,French,Expired
173587,101132,The influence of classical art on modern architecture.,Sports,"Frazier, Lucas T.",102138,345075,500155,,1991-11-03,2011-11-03,True,French,Expired
173592,101363,A comparison of materials used in ancient and modern architecture.,Sports,"Warner, Kelsie D.",815227,345076,500156,,1985-03-13,2005-03-13,True,French,Expired
173600,100812,Famous architects of the 20th,Sports,"Bishop, Chastity E.",747329,345077,500157,,2006-11-04,2026-11-04,False,French,Approved
173601,100211,Optimum balance between structural strength and aesthetic appeal.,Sports,"Lindsey, Felicia P.",655134,345078,500158,,1999-05-28,2019-05-28,False,French,Expired
173602,101397,Benefits of low-cost high-strength architecture.,Sports,"Wilkins, Kevin Y.",830174,345079,500159,,2011-12-27,2031-12-27,False,French,Approved
173610,101627,The effect of extreme weather conditions on the durability of architecture.,Sports,"Wells, Signe N.",535984,345080,500160,,1997-11-10,2017-11-10,False,French,Expired
173613,101867,The influence of European art on architecture.,Sports,"Joseph, Walker L.",579171,345081,500161,,2004-07-06,2024-07-06,False,French,Approved
173619,102382,Best practices in town planning.,Sports,"Hood, Elliott S.",370276,345082,500162,,1990-04-05,2010-04-05,True,French,Expired
173621,102402,Art as the prime influencer of architecture.,Sports,"Riddle, Whoopi P.",361692,345083,500163,,2007-04-24,2027-04-24,True,French,Approved
173622,102028,The impact of Islamic architecture on the modern structural design.,Sports,"Andrews, Ruth I.",483012,345084,500164,,2003-06-07,2023-06-07,True,French,Approved
173626,101635,The significance of arches for structural safety.,Sports,"Juarez, Clementine M.",859317,345085,500165,,1993-12-11,2013-12-11,True,French,Expired
173634,101763,Reconstruction of architectural heritage.,Sports,"Schultz, Abbot S.",878182,345086,500166,,1993-02-28,2013-02-28,False,French,Expired
173641,100026,The Impact of Politics of Colonialism on the Aborigines in Australia,Sports,"Ortiz, Jonah M.",873148,345087,500167,,1982-11-13,2002-11-13,True,French,Expired
173645,100258,Causes and Effects of Racial Prejudice in the 1950s,Sports,"Oconnor, Haley X.",700980,345088,500168,,2020-05-11,2040-05-11,True,French,Approved
173654,101259,Was the Women’s Movement of 1960 Successful to Unite White and Black Women?,Sports,"Woodard, Naomi I.",957831,345089,500169,,2004-06-08,2024-06-08,False,French,Approved
173656,101352,Black Power Movement: Origins and History,Sports,"Phillips, Lev Q.",26803,345090,500170,,1986-12-06,2006-12-06,False,French,Expired
173659,100042,Can We Call Malcolm X a Racist?,Sports,"Tillman, Kaye Z.",111576,345091,500171,,1993-04-12,2013-04-12,True,French,Expired
173666,101176,The Main Reasons for Racial Prejudgments,Sports,"Goff, Lois L.",375080,345092,500172,,1997-08-25,2017-08-25,True,French,Expired
173675,100440,Capitalism & Racism in Japan,Sports,"Sellers, Jenette J.",762423,345093,500173,,2017-07-01,2037-07-01,False,French,Approved
173684,100308,The Theory of Protest by Socrates,Sports,"Ramsey, Chase D.",852955,345094,500174,,2004-07-08,2024-07-08,False,French,Approved
173687,102463,Hate Crimes in the United States: Is Race a Factor?,Sports,"Woodward, Iona P.",779939,345095,500175,,2003-03-06,2023-03-06,False,French,Approved
173691,102304,"The assassination of Martin Luther King, Jr.: Public Reaction",Sports,"Vazquez, Amanda L.",602690,345096,500176,,2009-06-16,2029-06-16,True,French,Approved
173699,101899,Evolutionary-Psychological Perspective of Racism,Sports,"Knowles, Xenos M.",248352,345097,500177,,1982-01-22,2002-01-22,False,French,Expired
173706,100250,Did Darwin offer racial ideas in his works?,Sports,"Chambers, Cameran J.",947091,345098,500178,,1999-06-07,2019-06-07,False,French,Expired
173710,101104,The Roots of Racial Discrimination,Sports,"Yang, Mari N.",890171,345099,500179,,1999-03-03,2019-03-03,False,French,Expired
173714,101273,Stereotypes and Prejudice: Compare & Contrast,Sports,"Oneill, Eden O.",37320,345100,500180,,2018-07-08,2038-07-08,False,French,Approved
173717,101332,The Theory of Protest by Malcolm X,Sports,"Parks, Vanna R.",296549,345101,500181,,2017-10-02,2037-10-02,False,French,Approved
173721,100511,Roots of Islamophobia in Different Parts of the World,Sports,"Hicks, Brady K.",935126,345102,500182,,1985-01-20,2005-01-20,True,French,Expired
173729,101963,Proofs That Racism Still Exists in the US,Sports,"Dudley, Kennan F.",428739,345103,500183,,2007-02-07,2027-02-07,False,French,Approved
173734,101938,"Prejudice, Police Brutality, and Racism: The Connection between Three",Finance,"Rhodes, Ivor P.",878008,345104,500184,,2001-12-22,2021-12-22,True,French,Approved
173737,100190,Proper Education about Racism in Modern US Schools,Finance,"Knox, Mona B.",938341,345105,500185,,2015-04-15,2035-04-15,False,French,Approved
173743,102189,What Countries Are the Most Racist?,Finance,"Barker, Xanthus A.",516795,345106,500186,,1990-07-07,2010-07-07,True,French,Expired
173749,100000,Academic and Professional Barriers Caused by Racial Factors,Finance,"Davenport, Sage L.",902692,345107,500187,,2006-06-08,2026-06-08,False,French,Approved
173757,101876,Oscars Boycott: Reasons and Outcomes,Finance,"Jacobson, Nelle I.",622457,345108,500188,,2020-10-01,2040-10-01,False,French,Approved
173766,100055,The Best Approaches to Dealing with Racial Prejudices,Finance,"Schwartz, Shaine O.",725445,345109,500189,,2014-08-22,2034-08-22,False,French,Approved
173767,102480,How Muslims Are Discriminated in the United States,Finance,"Bennett, Yardley B.",301747,345110,500190,,2010-05-05,2030-05-05,True,French,Approved
173773,101363,The Context of Racism Speech (any of them),Finance,"Johnson, Caleb K.",8854,345111,500191,,2003-08-26,2023-08-26,True,French,Approved
173777,100501,The Theory of Protest by Dr. King,Finance,"Coleman, Robert B.",976773,345112,500192,,2020-11-24,2040-11-24,False,French,Approved
173780,102243,In-depth Analysis of “The Help” Film,Finance,"Sandoval, Raven L.",676153,345113,500193,,2003-10-23,2023-10-23,False,French,Approved
173785,100865,Different Types of Racism,Finance,"Flores, Colette T.",387632,345114,500194,,1983-12-09,2003-12-09,False,French,Expired
173792,102414,Defining Racism from Various Aspects,Finance,"Pruitt, Hamilton M.",997979,345115,500195,,2001-07-20,2021-07-20,True,French,Approved
173796,100736,Explicit & Implicit Racial Biases,Finance,"Roman, Demetrius H.",153898,345116,500196,,2016-10-28,2036-10-28,False,French,Approved
173799,101351,Report on the Significance of Certain Hormones Concerning the Body Functioning,Finance,"Norton, Mufutau Z.",202978,345117,500197,,2016-04-02,2036-04-02,False,French,Approved
173805,100024,Cell Structure & Antibiotic Resistance,Finance,"Britt, Clementine Z.",693005,345118,500198,,2020-01-05,2040-01-05,False,French,Approved
173807,101231,Hormones Influence on Mind and Behavior,Finance,"Klein, Carla X.",897585,345119,500199,,2003-06-12,2023-06-12,True,French,Approved
173816,100952,How Hormones Contribute to Depression,Finance,"Roy, Kennan Y.",943851,345120,500200,,1982-10-05,2002-10-05,True,French,Expired
173819,101865,Hormonal Changes During Pregnancy,Finance,"Horn, Jason H.",876589,345121,500201,,1997-05-02,2017-05-02,True,French,Expired
173823,100692,Psychological Disorders: The Biological Basis,Finance,"Holland, Aiko X.",887353,345122,500202,,1983-11-11,2003-11-11,False,French,Expired
173827,100737,Biology Behind the Bipolar Disorder,Finance,"Atkins, Cassady Z.",681385,345123,500203,,1999-10-10,2019-10-10,True,French,Expired
173831,100931,Cortisol and Testosterone Influence Risk-Taking,Finance,"Chambers, Darryl X.",355293,345124,500204,,2014-04-14,2034-04-14,True,French,Approved
173832,102416,Current Oxytocin Science,Finance,"Graham, Fitzgerald K.",908046,345125,500205,,1983-10-23,2003-10-23,True,French,Expired
173834,102028,Oxytocin and Fear Reaction,Finance,"French, Aphrodite F.",463105,345126,500206,,2006-05-16,2026-05-16,False,French,Approved
173840,102395,Endocrine-Related Diseases,Finance,"Shaffer, Joy C.",496067,345127,500207,,2013-02-12,2033-02-12,False,French,Approved
173844,100370,How Hormones Affect Human Behavior,Finance,"Bentley, Elvis W.",462857,345128,500208,,1995-08-22,2015-08-22,False,French,Expired
173851,102295,Hormonal Control of Reproductive System,Finance,"Sexton, Charde S.",430937,345129,500209,,2015-04-14,2035-04-14,False,French,Approved
173859,101981,Influence of Hormonal Therapy,Finance,"Waters, Hiroko R.",228077,345130,500210,,1986-11-28,2006-11-28,False,French,Expired
173863,101273,Endocrinology and Metabolism,Finance,"Avery, Marvin Q.",2472,345131,500211,,1991-09-12,2011-09-12,False,French,Expired
173871,100922,Hormone-Specific Psychopathic Disorders,Finance,"Brewer, Nina E.",56270,345132,500212,,1991-09-15,2011-09-15,False,French,Expired
173875,100042,Melatonin in Therapy,Finance,"Vega, Constance M.",63156,345133,500213,,1996-05-06,2016-05-06,True,French,Expired
173883,100440,Steroid Hormones’ Path to Cells,Finance,"Crane, Leah H.",765729,345134,500214,,1994-01-26,2014-01-26,False,French,Expired
173885,101563,Cardio Exercise Influence Hormones,Finance,"Fitzgerald, Brock F.",921222,345135,500215,,2003-07-15,2023-07-15,False,French,Approved
173894,101699,Oxytocin in Treatment Psychopathic Disorders,Finance,"Charles, Doris U.",409567,345136,500216,,1986-02-25,2006-02-25,True,French,Expired
173902,101248,How Hormones Influence Women’s Mental Health,Finance,"Ferguson, Melinda F.",549908,345137,500217,,2019-02-02,2039-02-02,True,French,Approved
173903,101745,Gender Specifics Related to Mental Health,Finance,"Marsh, Dillon C.",55539,345138,500218,,1985-01-12,2005-01-12,True,French,Expired
173908,100932,Human Immune System and Its Resistance Capabilities,Finance,"Blake, Hunter K.",344110,345139,500219,,2006-03-25,2026-03-25,False,French,Approved
173913,102194,How Do Immune System Agents Function?,Finance,"Mann, Karleigh C.",25489,345140,500220,,1997-05-19,2017-05-19,True,French,Expired
173920,102326,Discovering Diseases Caused by Immune System not Functioning Good,Finance,"Kelley, Cade H.",954129,345141,500221,,1995-01-17,2015-01-17,False,French,Expired
173922,100198,Immunity & Stress,Finance,"Luna, Dalton H.",529120,345142,500222,,1993-05-25,2013-05-25,True,French,Expired
173931,100364,Tolerance & Autoimmunity,Finance,"Perry, Vance U.",949253,345143,500223,,2008-07-17,2028-07-17,True,French,Approved
173932,100578,Asthma & Allergic Reactions,Finance,"Durham, Kyle S.",766449,345144,500224,,1981-01-12,2001-01-12,False,French,Expired
173935,100010,Immunotherapy Influence on Human Body,Finance,"Burt, Garrison X.",593950,345145,500225,,1995-04-23,2015-04-23,False,French,Expired
173940,101505,Immunology & Transplantation,Finance,"Goff, Colton D.",332766,345146,500226,,2012-05-13,2032-05-13,True,French,Approved
